SYMBOL,NAME
SWELECTES,Swelect Energy Systems Ltd
WALLFORT,Wallfort Financial Services Ltd
KDDL,Kddl Ltd
TRUSTEDGE,Trustedge Capital Ltd
ABHICAP,Abhinav Capital Services Ltd
3BBLACKBIO,3B Blackbio Dx Ltd
SUMUKA,Sumuka Agro Industries Ltd
MONIND,Monind Ltd
SHKALYN,Shri Kalyan Holdings Ltd
ATVOENT,Atvo Enterprises Ltd
EPUJA,Epuja Spiritech Ltd
INDOCITY,Indo City Infotech Ltd
SBECSUG,Sbec Sugar Ltd
BRIJLEAS,Brijlaxmi Leasing & Finance Ltd
BSELALGO,Bsel Algo Ltd
RELIABVEN,Reliable Ventures India Ltd
TRIUMPIN,Triumph International Finance India Ltd
BANKBARODA,Bank Of Baroda
SMCREDT,Smc Credits Ltd
MOHITE,Mohite Industries Ltd
ACL,Andhra Cements Ltd
SKMEGGPROD,Skm Egg Products Export (India) Ltd
WELCORP,Welspun Corp Ltd
HOTLSILV,H S India Ltd
BANKINDIA,Bank Of India
INDRAMEDCO,Indraprastha Medical Corporation Ltd
JOHNPHARMA,Johnson Pharmacare Ltd
GAIL,Gail (India) Ltd
VAIBHAVGBL,Vaibhav Global Ltd
TRESCON,Trescon Ltd
GUJSTATFIN,Gujarat State Financial Corporation
JKPAPER,Jk Paper Ltd
SAREGAMA,Saregama India Ltd
OMKARPH,Omkar Pharmachem Ltd
ADROITINFO,Adroit Infotech Ltd
CYBERTECH,Cybertech Systems And Software Ltd
ICICIBANK,Icici Bank Ltd
CYIENT,Cyient Ltd
ENGINERSIN,Engineers India Ltd
DHANBANK,Dhanlaxmi Bank Ltd
GMDCLTD,Gujarat Mineral Development Corporation Ltd
GAYATRI,Gayatri Sugars Ltd
INDUSINDBK,Indusind Bank Ltd
ITDC,India Tourism Development Corporation Ltd
J&KBANK,Jammu & Kashmir Bank Ltd
CUB,City Union Bank Ltd
ARCHIES,Archies Ltd
AXISBANK,Axis Bank Ltd
HBSL,Hb Stockholdings Ltd
CMXLTD,Cmx Holdings Ltd
SOUTHBANK,South Indian Bank Ltd
ENERGYDEV,Energy Development Company Ltd
SONATSOFTW,Sonata Software Ltd
BENGALT,Bengal Tea & Fabrics Ltd
NATIONALUM,National Aluminium Company Ltd
INDNIPPON,India Nippon Electricals Ltd
NSIL,Nalwa Sons Investments Ltd
APARINDS,Apar Industries Ltd
TCIIND,Tci Industries Ltd
ACCELYA,Accelya Solutions India Ltd
ORCHASP,Orchasp Ltd
LANDMARC,Landmarc Leisure Corporation Ltd
HCLTECH,Hcl Technologies Ltd
TCFCFINQ,Tcfc Finance Ltd
GEOJITFSL,Geojit Financial Services Ltd
JINDALSTEL,Jindal Steel Ltd
BLBLIMITED,Blb Ltd
GLENMARK,Glenmark Pharmaceuticals Ltd
WOCKPHARMA,Wockhardt Ltd
INTEGHIT,Integrated Hitech Ltd
KJMCCORP,Kjmc Corporate Advisors (India) Ltd
INDSWFTLAB,Ind-Swift Laboratories Ltd
GVPIL,Ge Power India Ltd
SHREERAMA,Shree Rama Multi-Tech Ltd
MAHLIFE,Mahindra Lifespace Developers Ltd
GROARC,Groarc Industries India Ltd
VAARAD,Vaarad Ventures Ltd
ZYDUSLIFE,Zydus Lifesciences Ltd
SHIVACEM,Shiva Cement Ltd
CINEVISTA,Cinevista Ltd
INTENTECH,Intense Technologies Ltd
DANLAW,Danlaw Technologies India Ltd
AJANTPHARM,Ajanta Pharma Ltd
CURAA,Cura Technologies Ltd
HBPOR,Hb Portfolio Ltd
HBESD,Hb Estate Developers Ltd
AMBICAAGAR,Ambica Agarbathies & Aroma Industries Ltd
COMPUSOFT,Compucom Software Ltd
OMNIAX,Omni Axs Software Ltd
IZMO,Izmo Ltd
TVSMOTOR,Tvs Motor Company Ltd
MADALA,Madala Holdings Ltd
SUBEXLTD,Subex Ltd
TCI,Transport Corporation Of India Ltd
PADMALAYAT,Padmalaya Telefilms Ltd
AKSHOPTFBR,Aksh Optifibre Ltd
VIRGOGLOB,Virgo Global Ltd
PICTUREHS,Picturehouse Media Ltd
TRIVENI,Triveni Engineering & Industries Ltd
MUKTAARTS,Mukta Arts Ltd
HITKITGLO,Hit Kit Global Solutions Ltd
NAGPI,Nagpur Power & Industries Ltd
DSSL,Dynacons Systems & Solutions Ltd
PNBGILTS,Pnb Gilts Ltd
BCG,Brightcom Group Ltd
RAMCOIND,Ramco Industries Ltd
RAMCOSYS,Ramco Systems Ltd
TTML,Tata Teleservices (Maharashtra) Ltd
VIRINCHI,Virinchi Ltd
WEPSOLN,Wep Solutions Ltd
STLTECH,Sterlite Technologies Ltd
TIPSMUSIC,Tips Music Ltd
UMIYA-MRO,Umiya Buildcon Ltd
UNIVARTS,Universal Arts Ltd
FIRSTFIN,First Fintec Ltd
BABA,Baba Arts Ltd
BALAJITELE,Balaji Telefilms Ltd
TYCHE,Tyche Industries Ltd
CALSOFT,California Software Company Ltd
PNC,Pritish Nandy Communications Ltd
IOB,Indian Overseas Bank
TAJGVK,Taj Gvk Hotels & Resorts Ltd
CREATIVEYE,Creative Eye Ltd
AXISCADES,Axiscades Technologies Ltd
KONNDOR,Konndor Industries Ltd
UMESLTD,Usha Martin Education & Solutions Ltd
BSOFT,Birlasoft Ltd
USGTECH,Usg Tech Solutions Ltd
7TEC,Saven Technologies Ltd
AVANTEL,Avantel Ltd
MOSCHIP,Moschip Technologies Ltd
SIGMAADV,Sigma Advanced Systems Ltd
TRANSCOR,Transcorp International Ltd
CEREBRAINT,Cerebra Integrated Technologies Ltd
NEXTMEDIA,Next Mediaworks Ltd
SMARTLINK,Smartlink Holdings Ltd
GODREJCP,Godrej Consumer Products Ltd
GENUSPRIME,Genus Prime Infra Ltd
BFUTILITIE,Bf Utilities Ltd
UNITDSPR,United Spirits Ltd
OLECTRA,Olectra Greentech Ltd
MPSLTD,Mps Ltd
CERA,Cera Sanitaryware Ltd
BHARTIARTL,Bharti Airtel Ltd
SHALIWIR,Shalimar Wires Industries Ltd
COMPINFO,Compuage Infocom Ltd
GULPOLY,Gulshan Polyols Ltd
PONNIERODE,Ponni Sugars (Erode) Ltd
PNB,Punjab National Bank
OFSS,Oracle Financial Services Software Ltd
HAZOOR,Hazoor Multi Projects Ltd
KAMAHOLD,Kama Holdings Ltd
MPFSL,Mpf Systems Ltd
APTECHT,Aptech Ltd
UNIONBANK,Union Bank Of India
UBL,United Breweries Ltd
NOIDATOLL,Noida Toll Bridge Company Ltd
GRANULES,Granules India Ltd
CANBK,Canara Bank
BLIL,Balmer Lawrie Investments Ltd
POKARNA,Pokarna Ltd
DIVISLAB,Divis Laboratories Ltd
ASTRAMICRO,Astra Microwave Products Ltd
RADICO,Radico Khaitan Ltd
MARUTI,Maruti Suzuki India Ltd
RAJPALAYAM,Rajapalayam Mills Ltd
NAVINFLUOR,Navin Fluorine International Ltd
UCOBANK,Uco Bank
BAGFILMS,B.A.G. Films And Media Ltd
JSL,Jindal Stainless Ltd
SUPRAJIT,Suprajit Engineering Ltd
TVSELECT,Tvs Electronics Ltd
IGL,Indraprastha Gas Ltd
TVTODAY,Tv Today Network Ltd
PALREDTEC,Palred Technologies Ltd
PETRONET,Petronet Lng Ltd
BIOCON,Biocon Ltd
PTC,Ptc India Ltd
MAHABANK,Bank Of Maharashtra
RKFORGE,Ramkrishna Forgings Ltd
DATAMATICS,Datamatics Global Services Ltd
NDTV,New Delhi Television Ltd
STAR,Strides Pharma Science Ltd
ULTRACEMCO,Ultratech Cement Ltd
UNOMINDA,Uno Minda Ltd
TCS,Tata Consultancy Services Ltd
COFORGE,Coforge Ltd
GULFPETRO,Gp Petroleums Ltd
CENTURYPLY,Century Plyboards (India) Ltd
WELENT,Welspun Enterprises Ltd
NTPC,Ntpc Ltd
SALSTEEL,S.A.L. Steel Ltd
JBMA,Jbm Auto Ltd
DWARKESH,Dwarikesh Sugar Industries Ltd
INDOCO,Indoco Remedies Ltd
VIPCLOTHNG,Vip Clothing Ltd
IMPEXFERRO,Impex Ferro Tech Ltd
XCHANGING,Xchanging Solutions Ltd
JINDALPHOT,Jindal Photo Ltd
POCL,Pondy Oxides & Chemicals Ltd
JPPOWER,Jaiprakash Power Ventures Ltd
3IINFOLTD,3I Infotech Ltd
GOKEX,Gokaldas Exports Ltd
ALLDIGI,Alldigi Tech Ltd
IIFL,Iifl Finance Ltd
MANGALAM,Mangalam Drugs & Organics Ltd
SHOPERSTOP,Shoppers Stop Ltd
CYBERMEDIA,Cyber Media India Ltd
NDL,Nandan Denim Ltd
JSWHL,Jsw Holdings Ltd
JKCEMENT,Jk Cement Ltd
BEEYU,Beeyu Overseas Ltd
YESBANK,Yes Bank Ltd
NECLIFE,Nectar Lifesciences Ltd
MSPL,Msp Steel & Power Ltd
SPLIL,Spl Industries Ltd
KTKBANK,Karnataka Bank Ltd
MCLEODRUSS,Mcleod Russel India Ltd
FACORALL,Facor Alloys Ltd
VIVIMEDLAB,Vivimed Labs Ltd
RML,Rane (Madras) Ltd
HTMEDIA,Ht Media Ltd
SASKEN,Sasken Technologies Ltd
FCSSOFT,Fcs Software Solutions Ltd
SUZLON,Suzlon Energy Ltd
AURIONPRO,Aurionpro Solutions Ltd
RENUKA,Shree Renuka Sugars Ltd
KMSUGAR,K M Sugar Mills Ltd
BASML,Bannari Amman Spinning Mills Ltd
PBAINFRA,Pba Infrastructure Ltd
AIAENG,Aia Engineering Ltd
EKC,Everest Kanto Cylinder Ltd
KERNEX,Kernex Microsystems India Ltd
REPRO,Repro India Ltd
PVRINOX,Pvr Inox Ltd
ASMS,Bartronics India Ltd
CELEBRITY,Celebrity Fashions Ltd
NITINSPIN,Nitin Spinners Ltd
ROHLTD,Royal Orchid Hotels Ltd
ENIL,Entertainment Network (India) Ltd
CELLA,Cella Space Ltd
GSPL,Gujarat State Petronet Ltd
JAGRAN,Jagran Prakashan Ltd
DYNPRO,Dynemic Products Ltd
GVKPIL,Gvk Power & Infrastructure Ltd
SADBHAV,Sadbhav Engineering Ltd
RCOM,Reliance Communications Ltd
SAKUMA,Sakuma Exports Ltd
KEC,Kec International Ltd
GILLANDERS,Gillanders Arbuthnot & Company Ltd
INDOTECH,Indo Tech Transformers Ltd
BLKASHYAP,B. L. Kashyap And Sons Ltd
M&MFIN,Mahindra & Mahindra Financial Services Ltd
VISASTEEL,Visa Steel Ltd
NITCO,Nitco Ltd
MPDL,Mpdl Ltd
SOLARINDS,Solar Industries India Ltd
GALLANTT,Gallantt Ispat Ltd
MALUPAPER,Malu Paper Mills Ltd
UTTAMSUGAR,Uttam Sugar Mills Ltd
SGL,Stl Global Ltd
KKCL,Kewal Kiran Clothing Ltd
SUNTV,Sun Tv Network Ltd
GPIL,Godawari Power And Ispat Ltd
RSYSTEMS,R Systems International Ltd
EMKAY,Emkay Global Financial Services Ltd
TICL,Twamev Construction And Infrastructure Ltd
LOKESHMACH,Lokesh Machines Ltd
KAMDHENU,Kamdhenu Ltd
PAUSHAKLTD,Paushak Ltd
GTNTEX,Gtn Textiles Ltd
PFOCUS,Prime Focus Ltd
ALLCARGO,Allcargo Logistics Ltd
GMRAIRPORT,Gmr Airports Ltd
TECHM,Tech Mahindra Ltd
CIEINDIA,Cie Automotive India Ltd
VOLTAMP,Voltamp Transformers Ltd
ATLANTAA,Atlantaa Ltd
HGM,Handson Global Management (Hgm)Ltd
ACE,Action Construction Equipment Ltd
GEECEE,Geecee Ventures Ltd
GAYAPROJ,Gayatri Projects Ltd
FIEMIND,Fiem Industries Ltd
JHS,Jhs Svendgaard Laboratories Ltd
DCBBANK,Dcb Bank Ltd
GLOBALVECT,Global Vectra Helicorp Ltd
INSPIRISYS,Inspirisys Solutions Ltd
GTLINFRA,Gtl Infrastructure Ltd
SHIVAMAUTO,Shivam Autotech Ltd
NAUKRI,Info Edge (India) Ltd
TORNTPOWER,Torrent Power Ltd
PARSVNATH,Parsvnath Developers Ltd
SUTLEJTEX,Sutlej Textiles And Industries Ltd
LTFOODS,Lt Foods Ltd
SOBHA,Sobha Ltd
RUCHIRA,Ruchira Papers Ltd
TANLA,Tanla Platforms Ltd
ZEEMEDIA,Zee Media Corporation Ltd
SITINET,Siti Networks Ltd
LUMAXTECH,Lumax Auto Technologies Ltd
AUTOIND,Autoline Industries Ltd
NETWORK18,Network 18 Media & Investments Ltd
HUBTOWN,Hubtown Ltd
CTE,Cambridge Technology Enterprises Ltd
TIIL,Technocraft Industries (India) Ltd
REDINGTON,Redington Ltd
AICHAMP,Ai Champdany Industries Ltd
CINELINE,Cineline India Ltd
PGIL,Pearl Global Industries Ltd
FSL,Firstsource Solutions Ltd
PFC,Power Finance Corporation Ltd
AHLUCONT,Ahluwalia Contracts (India) Ltd
TFL,Transwarranty Finance Ltd
INDIANB,Indian Bank
SMSPHARMA,Sms Pharmaceuticals Ltd
ORIENTALTL,Oriental Trimex Ltd
ELAND,E-Land Apparel Ltd
IDEA,Vodafone Idea Ltd
JAGJANANI,Jagjanani Textiles Ltd
RAJTV,Raj Television Network Ltd
PAGEIND,Page Industries Ltd
AMDIND,Amd Industries Ltd
LEHAR,Lehar Footwears Ltd
ASTRAL,Astral Ltd
CAMLINFINE,Camlin Fine Sciences Ltd
ICRA,Icra Ltd
DISHTV,Dish Tv India Ltd
SAHYADRI,Sahyadri Industries Ltd
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd
FORTIS,Fortis Healthcare Ltd
TGBHOTELS,Tgb Banquets And Hotels Ltd
HILTON,Hilton Metal Forging Ltd
DELTACORP,Delta Corp Ltd
MICEL,Mic Electronics Ltd
INSECTICID,Insecticides (India) Ltd
ASAHISONG,Asahi Songwon Colors Ltd
HARYNACAP,Haryana Capfin Ltd
TIMETECHNO,Time Technoplast Ltd
HGS,Hinduja Global Solutions Ltd
NELCAST,Nelcast Ltd
V2RETAIL,V2 Retail Ltd
DLF,Dlf Ltd
TARMAT,Tarmat Ltd
ANKITMETAL,Ankit Metal & Power Ltd
SPARC,Sun Pharma Advanced Research Company Ltd
HDIL,Housing Development And Infrastructure Ltd
ADSL,Allied Digital Services Ltd
ALPA,Alpa Laboratories Ltd
SSLEL,Sir Shadi Lal Enterprises Ltd
OMAXE,Omaxe Ltd
REFEX,Refex Industries Ltd
CENTRALBK,Central Bank Of India
SELMC,Sel Manufacturing Company Ltd
ASIANTILES,Asian Granito India Ltd
KPRMILL,K.P.R. Mill Limited
TAKE,Take Solutions Ltd
PURVA,Puravankara Ltd
MOTILALOFS,Motilal Oswal Financial Services Ltd
VTMLTD,Vtm Ltd
INDOWIND,Indowind Energy Ltd
NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd
MAGNUM,Magnum Ventures Ltd
POWERGRID,Power Grid Corporation Of India Ltd
KSCL,Kaveri Seed Company Ltd
PAISALO,Paisalo Digital Ltd
CCCL,Consolidated Construction Consortium Ltd
SUPREMEINF,Supreme Infrastructure India Ltd
MAANALU,Maan Aluminium Ltd
IL&FSENGG,Il&Fs Engineering And Construction Company Ltd
PARLEIND,Parle Industries Ltd
RELIGARE,Religare Enterprises Ltd
BVCL,Barak Valley Cements Ltd
RATHIBAR,Rathi Bars Ltd
ADANIPORTS,Adani Ports And Special Economic Zone Ltd
EDELWEISS,Edelweiss Financial Services Ltd
RGL,Renaissance Global Ltd
KOLTEPATIL,Kolte-Patil Developers Ltd
KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd
JYOTHYLAB,Jyothy Labs Ltd
ECLERX,Eclerx Services Ltd
TARIL,Transformers And Rectifiers (India) Ltd
BRIGADE,Brigade Enterprises Ltd
BGRENERGY,Bgr Energy Systems Ltd
MANAKSIA,Manaksia Ltd
PORWAL,Porwal Auto Components Ltd
PPAP,Ppap Automotive Ltd
ARIES,Aries Agro Ltd
KUANTUM,Kuantum Papers Ltd
RPOWER,Reliance Power Ltd
JKIL,J. Kumar Infraprojects Ltd
CORDSCABLE,Cords Cable Industries Ltd
KNRCON,Knr Constructions Ltd
ONMOBILE,Onmobile Global Ltd
SEPC,Sepc Ltd
BANG,Bang Overseas Ltd
IRB,Irb Infrastructure Developers Ltd
GSS,Gss Infotech Ltd
NAHARCAP,Nahar Capital And Financial Services Ltd
VGUARD,V-Guard Industries Ltd
RECLTD,Rec Ltd
GOKAKTEX,Gokak Textiles Ltd
TITAGARH,Titagarh Rail Systems Ltd
KIRIINDUS,Kiri Industries Ltd
BIRLAMONEY,Aditya Birla Money Ltd
TELOGICA,Telogica Ltd
JAIBALAJI,Jai Balaji Industries Ltd
BAJAJ-AUTO,Bajaj Auto Ltd
BAJAJFINSV,Bajaj Finserv Ltd
GOKUL,Gokul Refoils & Solvent Ltd
RPGLIFE,Rpg Life Sciences Ltd
SENSEX1,Kotak S&P Bse Sensex Etf
NIRAJ,Niraj Cement Structurals Ltd
BAFNAPH,Bafna Pharmaceuticals Ltd
CHLLTD,Chl Ltd
SEJALLTD,Sejal Glass Ltd
ARCHIDPLY,Archidply Industries Ltd
LOTUSEYE,Lotus Eye Hospital And Institute Ltd
SOMICONVEY,Somi Conveyor Beltings Ltd
DWSFTS50AG,Deutsche Mutual Fund - Dws Fixed Term Series 50 - Plan A - Growth Option
DWSFTS50BG,Deutsche Mutual Fund - Dws Fixed Term Series 50 - Plan B - Growth Option
LGBFORGE,Lgb Forge Ltd
LPDC,Landmark Property Development Company Ltd
SICAGEN,Sicagen India Ltd
SIMPLXPAP,Simplex Papers Ltd
20MICRONS,20 Microns Ltd
ZFCVINDIA,Zf Commercial Vehicle Control Systems India Ltd
ALKALI,Alkali Metals Ltd
ISGEC,Isgec Heavy Engineering Ltd
IMFA,Indian Metals & Ferro Alloys Ltd
TPHQ,Teamo Productions Hq Ltd
VEDAVAAG,Vedavaag Systems Ltd
MOLDTKPAC,Mold-Tek Packaging Ltd
MHRIL,Mahindra Holidays & Resorts India Ltd
LANDSMILL,Landsmill Green Ltd
ROML,Raj Oil Mills Ltd
BENGALASM,Bengal & Assam Company Ltd
ADANIPOWER,Adani Power Ltd
NHPC,Nhpc Ltd
PEIL,Premier Energy And Infrastructure Ltd
SURYAAMBA,Suryaamba Spinning Mills Ltd
GLOBUSSPR,Globus Spirits Ltd
OIL,Oil India Ltd
SWANDEF,Swan Defence And Heavy Industries Ltd
BTTL,Bhilwara Technical Textiles Ltd
SPSL,Shree Precoated Steels Ltd
EXPLEOSOL,Expleo Solutions Ltd
RTNPOWER,Rattanindia Power Ltd
DEN,Den Networks Ltd
ASTEC,Astec Lifesciences Ltd
FFTF16BGR,Fortis Fixed Term Fund - Series 16B - Growth
FFTF16BCQ,Fortis Fixed Term Fund - Series 16B - Calendar Qrtly Dividend
FFTF16BCY,Fortis Fixed Term Fund - Series 16B - Calendar Yrly Dividend
FFTF16BDM,Fortis Fixed Term Fund - Series 16B - Dividend On Maturity
DLINKINDIA,D-Link (India) Ltd
JSWENERGY,Jsw Energy Ltd
YUNIKM,Yunik Managing Advisors Ltd
GODREJPROP,Godrej Properties Ltd
DBCORP,D. B. Corp Ltd
MBLINFRA,Mbl Infrastructure Ltd
JUBLFOOD,Jubilant Foodworks Ltd
VASCONEQ,Vascon Engineers Ltd
THANGAMAYL,Thangamayil Jewellery Ltd
DBREALTY,Valor Estate Ltd
EMMBI,Emmbi Industries Ltd
HATHWAY,Hathway Cable & Datacom Ltd
TEXMOPIPES,Texmo Pipes And Products Ltd
SUNDARAM,Sundaram Multi Pap Ltd
COROENGG,Coromandel Engineering Company Ltd
ROSSELLIND,Rossell India Ltd
MANINFRA,Man Infraconstruction Ltd
TAMBOLIIN,Tamboli Industries Ltd
IVZINGOLD,Invesco India Gold Exchange Traded Fund
IL&FSTRANS,Il&Fs Transportation Networks Ltd
PERSISTENT,Persistent Systems Ltd
ISFT,Intrasoft Technologies Ltd
KCPSUGIND,Kcp Sugar & Industries Corporation Ltd
KECL,Kirloskar Electric Company Ltd
SATCH,Satchmo Holdings Ltd
TARAPUR,Tarapur Transformers Ltd
SJVN,Sjvn Ltd
EMAMIPAP,Emami Paper Mills Ltd
KRITINUT,Kriti Nutrients Ltd
GKB,Gkb Ophthalmics Ltd
FFTF17BGR,Fortis Fixed Term Fund - Series 17 B - Growth
HMVL,Hindustan Media Ventures Ltd
EMAMIREAL,Emami Realty Ltd
AHLWEST,Asian Hotels (West) Ltd
AHLEAST,Asian Hotels (East) Ltd
BAJAJCON,Bajaj Consumer Care Ltd
HDFCGOLD,Hdfc Gold Etf
PRAKASHSTL,Prakash Steelage Ltd
GOLDIETF,Icici Prudential Gold Etf
GPPL,Gujarat Pipavav Port Ltd
WELINV,Welspun Investments And Commercials Ltd
WAAREEINDO,Indosolar Ltd
HEALTHX,Health X Platform Ltd
CPCAP,Cp Capital Ltd
RAMKY,Ramky Infrastructure Ltd
GREENPOWER,Orient Green Power Company Ltd
CANTABIL,Cantabil Retail India Ltd
SEATV,Sea Tv Network Ltd
WABAG,Va Tech Wabag Ltd
BEDMUTHA,Bedmutha Industries Ltd
ASHOKA,Ashoka Buildcon Ltd
JWL,Jupiter Wagons Ltd
OBEROIRLTY,Oberoi Realty Ltd
PRESTIGE,Prestige Estates Projects Ltd
SHAH,Shah Metacorp Ltd
COALINDIA,Coal India Ltd
GRAVITA,Gravita India Ltd
RPPINFRA,R P P Infra Projects Ltd
RDBIPL,Rdb Infrastructure And Power Ltd
MOIL,Moil Ltd
ZEELEARN,Zee Learn Ltd
KTIL,Kesar Terminals & Infrastructure Ltd
A2ZINFRA,A2Z Infra Engineering Ltd
KIRLOSENG,Kirloskar Oil Engines Ltd
RKDL,Ravi Kumar Distilleries Ltd
PSB,Punjab & Sind Bank
FMNL,Future Market Networks Ltd
SURANASOL,Surana Solar Ltd
SHEKHAWATI,Shekhawati Industries Ltd
KICL,Kalyani Investment Company Ltd
BFINVEST,Bf Investment Ltd
SUMMITSEC,Summit Securities Ltd
INOVSYNTH,Innovassynth Technologies (India) Ltd
STEL,Stel Holdings Ltd
TEXRAIL,Texmaco Rail & Engineering Ltd
INDTERRAIN,Indian Terrain Fashions Ltd
FCL,Fineotex Chemical Ltd
DHUNINV,Dhunseri Investments Ltd
ZENTEC,Zen Technologies Ltd
LOVABLE,Lovable Lingerie Ltd
PFS,Ptc India Financial Services Ltd
MON100,Motilal Oswal Nasdaq 100 Etf
MUTHOOTFIN,Muthoot Finance Ltd
TRUEGREEN,True Green Bio Energy Ltd
BSLGOLDETF,Birla Sun Life Mutual Fund - Birla Sun Life Gold Etf
KTKFMP46G,Kotak Mahindra Mutual Fund - Kotak Fmp Series 46 - Growth Option
KTKFMP46D,Kotak Mahindra Mutual Fund - Kotak Fmp Series 46 - Dividend Option
VMS,Vms Industries Ltd
KTKFMP48G,Kotak Mahindra Mutual Fund - Kotak Fmp Series 48 - Growth Option
KTKFMP48D,Kotak Mahindra Mutual Fund - Kotak Fmp Series 48 - Dividend Option
KARMAENG,Karma Energy Ltd
DELPHIFX,Delphi World Money Ltd
RUSHIL,Rushil Decor Ltd
ENKEIWHEL,Enkei Wheels (India) Ltd
KTKFMP52G,Kotak Mahindra Mutual Fund - Kotak Fmp Series 52 - Growth Option
KTKFMP52D,Kotak Mahindra Mutual Fund - Kotak Fmp Series 52 - Dividend Option
KRIDHANINF,Kridhan Infra Ltd
INVENTURE,Inventure Growth & Securities Ltd
LTF,L&T Finance Ltd
IBULLSLTD,Indiabulls Ltd
KTKFMP55G,Kotak Mahindra Mutual Fund - Kotak Fmp  Series 55 - Growth Option
KTKFMP55D,Kotak Mahindra Mutual Fund - Kotak Fmp  Series 55 - Dividend Option
TREEHOUSE,Tree House Education & Accessories Ltd
BROOKS,Brooks Laboratories Ltd
RUPA,Rupa & Company Ltd
TDPOWERSYS,Td Power Systems Ltd
AXISGOLD,Axis Mutual Fund - Axis Gold Exchange Traded Fund
APLLTD,Alembic Pharmaceuticals Ltd
VASWANI,Vaswani Industries Ltd
PGEL,Pg Electroplast Ltd
LESHAIND,Lesha Industries Ltd
RDBRL,Rdb Rasayans Ltd
TIJARIA,Tijaria Polypipes Ltd
ONELIFECAP,Onelife Capital Advisors Ltd
FLEXITUFF,Flexituff Ventures International Ltd
UEL,Ujaas Energy Ltd
TRITURBINE,Triveni Turbine Ltd
INDOTHAI,Indo Thai Securities Ltd
ESSARSHPNG,Essar Shipping Ltd
LICMFGOLD,Lic Mf Gold Etf
APLAPOLLO,Apl Apollo Tubes Ltd
GPTINFRA,Gpt Infraprojects Ltd
FERVENTSYN,Fervent Synergies Ltd
THOMASCOTT,Thomas Scott (India) Ltd
TERASOFT,Tera Software Ltd
PMCFIN,Pmc Fincorp Ltd
FUTSOL,Futuristic Solutions Ltd
AIML,Alliance Integrated Metaliks Ltd
RHIM,Rhi Magnesita India Ltd
MCX,Multi Commodity Exchange Of India Ltd
PYXISFIN,Pyxis Finvest Ltd
SCHNEIDER,Schneider Electric Infrastructure Ltd
OLPCL,Olympic Cards Ltd
NBCC,Nbcc (India) Ltd
MTEDUCARE,Mt Educare Ltd
HEXATRADEX,Hexa Tradex Ltd
MAXHEIGHTS,Max Heights Infrastucture Ltd
TBZ,Tribhovandas Bhimji Zaveri Ltd
VSSL,Vardhman Special Steels Ltd
LOOKS,Looks Health Services Ltd
SPECIALITY,Speciality Restaurants Ltd
LYPSAGEMS,Lypsa Gems & Jewellery Ltd
RTNINDIA,Rattanindia Enterprises Ltd
SAMPANN,Sampann Utpadan India Ltd
JTLIND,Jtl Industries Ltd
AMTL,Advance Metering Technology Ltd
NECCLTD,North Eastern Carrying Corporation Ltd
WAAREERTL,Waaree Renewable Technologies Ltd
JUPITERIN,Jupiter Infomedia Ltd
VINAYAKPOL,Vinayak Polycon International Ltd
JOINTECAED,Jointeca Education Solutions Ltd
DUCON,Ducon Infratechnologies Ltd
PROZONER,Prozone Realty Ltd
SRGHFL,Srg Housing Finance Ltd
COMCL,Comfort Commotrade Ltd
SHANTIGURU,Shanti Guru Industries Ltd
CASPIAN,Caspian Corporate Services Ltd
AERPACE,Aerpace Industries Ltd
VIRTUALG,Virtual Global Education Ltd
ZUARI,Zuari Agro Chemicals Ltd
STEELXIND,Steel Exchange India Ltd
TRIOMERC,Trio Mercantile & Trading Ltd
CIGNITITEC,Cigniti Technologies Ltd
CDG,Cdg Petchem Ltd
CARERATING,Care Ratings Ltd
PCJEWELLER,Pc Jeweller Ltd
INDUSTOWER,Indus Towers Ltd
COVIDH,Covidh Technologies Ltd
VMART,V-Mart Retail Ltd
NIBE,Nibe Ltd
MUKTA,Mukta Agriculture Ltd
MYSTICELE,Mystic Electronics Ltd
COMFINCAP,Comfort Fincap Ltd
SBISENSEX,Sbi Mutual Fund - Sbi Sensex Etf
BMAL,Bothra Metals & Alloys Ltd
REPCOHOME,Repco Home Finance Ltd
KTKFMP100G,Kotak Mahindra Mutual Fund - Kotak Fmp  Series  100 - Regular Plan (Growth Option)
KTKFMP100D,Kotak Mahindra Mutual Fund - Kotak Fmp Series 100 - Regular Plan (Dividend Option)
KTKFMP100GD,Kotak Mahindra Mutual Fund - Kotak Fmp  Series  100 - Direct Plan (Growth Option)
LAKHOTIA,Lakhotia Polyesters (India) Ltd
GCMSECU,Gcm Securities Ltd
KTKFMP101G,Kotak Mahindra Mutual Fund - Kotak Fmp  Series  101-371 Days - Regular Plan (Growth Option)
KTKFMP101D,Kotak Mahindra Mutual Fund - Kotak Fmp Series 101-371 Days - Regular Plan (Dividend Option)
KTKFMP101GD,Kotak Mahindra Mutual Fund - Kotak Fmp  Series  101- 371 Days - Direct Plan (Growth Option)
NIBL,Nrb Industrial Bearings Ltd
PRIMECAPM,Prime Capital Market Ltd
KIFS,Kifs Financial Services Ltd
SREEL,Sreeleathers Ltd
SHARDAMOTR,Sharda Motor Industries Ltd
BINNYMILLS,Binny Mills Ltd
