SYMBOL,NAME
HATHWAYB,Hathway Bhawani Cabletel & Datacom Ltd
GUFICBIO,Gufic Biosciences Ltd
GRPLTD,Grp Ltd
INDAG,Indag Rubber Ltd
MMRUBBR-B,Mm Rubber Company Ltd
PTL,Ptl Enterprises Ltd
TVSSRICHAK,Tvs Srichakra Ltd
SEL,Sanathnagar Enterprises Ltd
BENARAS,Benares Hotels Ltd
BHAGWOX,Bhagawati Oxygen Ltd
BOMOXY-B1,Bombay Oxygen Investments Ltd
CRAVATEX,Cravatex Ltd
BERGEPAINT,Berger Paints India Ltd
CAPRIHANS,Caprihans India Ltd
GRAPHITE,Graphite India Ltd
CEMPRO,Cemindia Projects Ltd
EMPIND,Empire Industries Ltd
GRAVISSHO,Graviss Hospitality Ltd
GARFIBRES,Garware Technical Fibres Ltd
GARWAMAR,Garware Marine Industries Ltd
GOACARBON,Goa Carbon Ltd
HARDCAS,Hardcastle & Waud Manufacturing Company Ltd
HEG,Heg Ltd
HINDCOMPOS,Hindustan Composites Ltd
ZHINDHSG,Hindustan Housing Company Ltd
BIRLANU,Birlanu Ltd
INDIANCARD,Indian Card Clothing Company Ltd
INTLCONV,International Conveyors Ltd
JAYSREETEA,Jay Shree Tea & Industries Ltd
KOTIC,Kothari Industrial Corporation Ltd
MODRNSH,Modern Shares & Stockbrokers Ltd
MAPROIN,Mapro Industries Ltd
OSEASPR,Oseaspre Consultants Ltd
HUHTAMAKI,Huhtamaki India Ltd
PREMSYN,Premier Synthetics Ltd
RJSHAH,Rj Shah & Company Ltd
SHAHCON,Shah Construction Company Ltd
SHALPAINTS,Shalimar Paints Ltd
SINNAR,Sinnar Bidi Udyog Ltd
HINDMILL,Hindoostan Mills Ltd
ZSOUTGAS,Southern Gas Ltd
TECHCON,Technojet Consultants Ltd
SUPREMEIND,Supreme Industries Ltd
THACKER,Thacker & Company Ltd
TRADWIN,Trade Wings Ltd
UPHOT,Up Hotels Ltd
VSTIND,Vst Industries Ltd
SWASTIVI,Swasti Vinayaka Synthetics Ltd
MADHUSE,Madhusudan Securities Ltd
YAMNINV,Yamini Investments Company Ltd
PREMCAP,Premier Capital Services Ltd
ZMILGFIN,Milgrey Finance & Investments Ltd
JINDRILL,Jindal Drilling & Industries Ltd
ZARCOLEA,Arco Leasing Ltd
KUSUMEL,Kusam Electrical Industries Ltd
JUMBFNL,Jumbo Finance Ltd
SAKTHIFIN,Sakthi Finance Ltd
EASYFIN,Easy Fincorp Ltd
AEROENTER,Aeroflex Enterprises Ltd
JMDVL,Jmd Ventures Ltd
TVOLCON,Tivoli Construction Ltd
SHIVATEX,Shiva Texyarn Ltd
VBDESAI,V B Desai Financial Services Ltd
QUADRANT,Quadrant Televentures Ltd
1STCUS,First Custodian Fund India Ltd
KAMANWALA,Kamanwala Housing Construction Ltd
WSFX,Wsfx Global Pay Ltd
ANJANIFOODS,Anjani Foods Ltd
RKDAGRRTL,Rkd Agri & Retail Ltd
PARSHWANA,Parshwanath Corporation Ltd
RAJVI,Rajvi Logitrade Ltd
MILLENNIUM,Millennium Online Solutions ( India ) Ltd
ICDSLTD,Icds Ltd
CANFINHOME,Can Fin Homes Ltd
MUNCAPM,Munoth Capital Markets Ltd
IVC,Il&Fs Investment Managers Ltd
SHRIRAMFIN,Shriram Finance Ltd
CHOLAFIN,Cholamandalam Investment And Finance Company Ltd
BOMTALKIES,Bombay Talkies Ltd
SAGARSYST,Sagar Systech Ltd
ICONIKSPEV,Iconik Sports And Events Ltd
VLSFINANCE,Vls Finance Ltd
INDCEMCAP,India Cements Capital Ltd
ADMANUM,Ad-Manum Finance Ltd
MEHIF,Mehta Integrated Finance Ltd
INTRGLB,Inter Globe Finance Ltd
MCLTD,Munoth Communication Ltd
SHRISTI,Shristi Infrastructure Development Corporation Ltd
CREST,Crest Ventures Ltd
VAKRANGEE,Vakrangee Ltd
GUJCRED,Gujarat Credit Corporation Ltd
SYLPH,Sylph Industries Ltd
DHARFIN,Dharani Finance Ltd
ALEXANDER,Alexander Stamps And Coin Ltd
INDBANK,Indbank Merchant Banking Services Ltd
SHRYDUS,Shrydus Industries Ltd
BHARAT,Bharat Bhushan Finance & Commodity Brokers Ltd
CAPTRUST,Capital Trust Ltd
USHAKIRA,Ushakiran Finance Ltd
VIVOBIOT,Vivo Bio Tech Ltd
VEERHEALTH,Veerhealth Care Ltd
PANINDIAC,Pan India Corporation Ltd
SAHARAHOUS,Sahara Housingfina Corporation Ltd
NDASEC,Nda Securities Ltd
SUPRATRE,Supra Trends Ltd
GSBFIN,Gsb Finance Ltd
MORARKFI,Morarka Finance Ltd
MONARCH,Monarch Networth Capital Ltd
PROFINC,Pro Fin Capital Services Ltd
TEAMGTY,Team India Guaranty Ltd
SANCF,Sanchay Finvest Ltd
CRESCENTIS,Crescentis Capital Ltd
MANTRA,Mantra Capital Ltd
BEFOUNDMOL,Befound Movement Ltd
AVONMORE,Avonmore Capital & Management Services Ltd
LIBORDFIN,Libord Finance Ltd
YASHMGM,Yash Management & Satellite Ltd
ARIHANTCAP,Arihant Capital Markets Ltd
ISLCONSUL,Isl Consulting Ltd
DCMFINSERV,Dcm Financial Services Ltd
RRFIN,Rr Financial Consultants Ltd
FEDDERSHOL,Fedders Holding Ltd
SAMBHAAV,Sambhaav Media Ltd
OLYMTFI,Olympic Management & Financial Services Ltd
DJSSS,Djs Stock & Shares Ltd
OMEGAIN,Omega Interactive Technologies Ltd
SUGALDAM,Sugal & Damani Share Brokers Ltd
NETTLINX,Nettlinx Ltd
BGIL,Bgil Films & Technologies Ltd
SCANSTL,Scan Steels Ltd
GICHSGFIN,Gic Housing Finance Ltd
AJCON,Ajcon Global Services Ltd
CHRTEDCA,Chartered Capital & Investment Ltd
STANCAP,Standard Capital Markets Ltd
YOGI,Yogi Ltd
CUBIFIN,Cubical Financial Services Ltd
RELICTEC,Relic Technologies Ltd
NIMBSPROJ,Nimbus Projects Ltd
INVIGO,Invigorated Business Consulting Ltd
BAIDFIN,Baid Finserv Ltd
VIPULLTD,Vipul Ltd
KZLFIN,Kz Leasing & Finance Ltd
MEHSECU,Mehta Securities Ltd
RFL,Ruparel Food Products Ltd
UGROCAP,Ugro Capital Ltd
SAHLIBHFI,Shalibhadra Finance Ltd
ABIRAFN,Abirami Financial Services India Ltd
MANSIFIN,Mansi Finance (Chennai) Ltd
AASTAFIN,Aastamangalam Finance Ltd
MUTHOOTCAP,Muthoot Capital Services Ltd
MASTERTR,Master Trust Ltd
ZNILKENG,Nilkanth Engineering Ltd
EFCIL,Efc (I) Ltd
SOBME,Sobhagya Mercantile Ltd
TTGIL,Tomorrow Technologies Global Innovations Ltd
ZSARACOM,Saraswati Commercial India Ltd
WINROC,Winro Commercial India Ltd
ASGARD,Asgard Alcobev Ltd
VEGA,Vega Jewellers Ltd
SKYBIOTECH,Skybiotech Healthcare Ltd
TCC,Tcc Concept Ltd
ROYALIND,Royal India Corporation Ltd
DHANSAFAL,Dhansafal Finserve Ltd
SHYAM,Ventura Guaranty Ltd
ZSANMCOM,Sanmitra Commercial Ltd
WARDHEALTH,Wardwizard Healthcare Ltd
VISVEN,Vishvprabha Ventures Ltd
MRUTR,Mrugesh Trading Ltd
DECNGOLD,Deccan Gold Mines Ltd
UPL,Upl Ltd
GDIL,Global Defence Industries Ltd
CRANESSOFT,Cranes Software International Ltd
SAICOM,Saianand Commercial Ltd
EY,Eyantra Ventures Ltd
TRIPR,Triochem Products Ltd
NIDHGRN,Nidhi Granites Ltd
AVIVA,Aviva Industries Ltd
ROSEMER,Rose Merc Ltd
TWIROST,Twin Roses Trades & Agencies Ltd
SIGIND,Signet Industries Ltd
KAJALSY,Kajal Synthetics & Silk Mills Ltd
AVANCE,Avance Technologies Ltd
MLINDLTD,M Lakhamsi Industries Ltd
TERRAREAL,Terraform Realstate Ltd
SECURKLOUD,Securekloud Technologies Ltd
ABANSENT,Abans Enterprises Ltd
VAMA,Vama Industries Ltd
SUNTECK,Sunteck Realty Ltd
BENTCOM,Bentley Commercial Enterprises Ltd
SILVERO,Silveroak Commercials Ltd
CLASELE,Classic Electricals Ltd
PRISMMEDI,Prism Medico And Pharmacy Ltd
SPVGLOBAL,Spv Global Trading Ltd
VERITAS,Veritas (India) Ltd
JAICORPLTD,Jai Corp Ltd
ZNIVITRD,Nivi Trading Ltd
ASHCAP,Ashirwad Capital Ltd
SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd
BAJGLOB,Bajaj Global Ltd
AVONMERC,Avon Mercantile Ltd
MMWL,Media Matrix Worldwide Ltd
TASHIND,Tashi India Ltd
AUTOINT,Autoriders International Ltd
ZSPEEDCO,Speedage Commercials Ltd
BHAGYANGR,Bhagyanagar India Ltd
SHANTAI,Shantai Industries Ltd
CHMBBRW,Chambal Breweries & Distilleries Ltd
ZMANSOON,Mansoon Trading Company Ltd
SGMART,Sg Mart Ltd
ARAVALIS,Aravali Securities & Finance Ltd
YASTF,Yash Trading & Finance Ltd
CUPIDALBV,Cupid Breweries And Distilleries Ltd
ZSHERAPR,Sheraton Properties & Finance Ltd
MAGANTR,Magnanimous Trade & Finance Ltd
CRSL,Cressanda Railway Solutions Ltd
STARTECK,Starteck Finance Ltd
SHARDUL,Shardul Securities Ltd
SERA,Sera Investments & Finance India Ltd
BENGALS,Bengal Steel Industries Ltd
IPOWER,I-Power Solutions India Ltd
UNIWSEC,Uniworth Securities Ltd
MERCTRD,Mercury Trade Links Ltd
NIRAVCOM,Nirav Commercials Ltd
WHITHAL,White Hall Commercial Company Ltd
ASUTENT,Asutosh Enterprise Ltd
APOLLOFI,Apollo Finvest India Ltd
ESQRMON,Esquire Money Guarantees Ltd
ENBETRD,Enbee Trade & Finance Ltd
GANONPRO,Ganon Products Ltd
DEVITRD,Devinsu Trading Ltd
SHRJAGP,Shri Jagdamba Polymers Ltd
LLOYDSME,Lloyds Metals And Energy Ltd
PUNCTRD,Punctual Trading Ltd
LLOYDSENT,Lloyds Enterprises Ltd
BETXIND,Betex India Ltd
VIRYA,Virya Resources Ltd
DHANCOT,Dhanlaxmi Cotex Ltd
OASISEC,Oasis Securities Ltd
GARNETINT,Garnet International Ltd
SHALPRO,Shalimar Productions Ltd
MEENST,Meenakshi Steel Industries Ltd
VARUNME,Varun Mercantile Ltd
VINVANI,Vinayak Vanijya Ltd
DONEAR,Donear Industries Ltd
SUPER,Super Sales India Ltd
VIYASH,Viyash Scientific Ltd
STCINDIA,State Trading Corporation Of India Ltd
ZENITHEXPO,Zenith Exports Ltd
KOHINOOR,Kohinoor Foods Ltd
NEELKANTH,Neelkanth Ltd
AVANTIFEED,Avanti Feeds Ltd
ZODJRDMKJ,Zodiac-Jrd-Mkj Ltd
SITAENT,Sita Enterprises Ltd
PULSRIN,Pulsar International Ltd
MANBRO,Manbro Industries Ltd
KEYFINSERV,Keynote Financial Services Ltd
ADANIENT,Adani Enterprises Ltd
ASTALLTD,Astal Laboratories Ltd
HARIAEXPO,Haria Exports Ltd
BHANDARI,Bhandari Hosiery Exports Ltd
RLF,Rlf Ltd
REGENTRP,Regent Enterprises Ltd
ORBTEXP,Orbit Exports Ltd
SAVERA,Savera Industries Ltd
CHROME,Chrome Silicon Ltd
ZJEETMAC,Jeet Machine Tools Ltd
NAVA,Nava Ltd
ZHINUDYP,Hindusthan Udyog Ltd
REMIEDEL,Remi Edelstahl Tubulars Ltd
GSAUTO,Gs Auto International Ltd
TRANSFRE,Trans Freight Containers Ltd
SBCL,Shivalik Bimetal Controls Ltd
GANDHITUBE,Gandhi Special Tubes Ltd
AMFORG,Amforge Industries Ltd
ONIXSOLAR,Onix Solar Energy Ltd
ORICONENT,Oricon Enterprises Ltd
ACROW,Acrow India Ltd
STLSTRINF,Steel Strips Infrastructures Ltd
PENIND,Pennar Industries Ltd
JYOTISTRUC,Jyoti Structures Ltd
JAYUSH,Jay Ushin Ltd
SSWL,Steel Strips Wheels Ltd
MANINDS,Man Industries (India) Ltd
IMEC,Imec Services Ltd
MDRNSTL,Modern Steels Ltd
BELDING,Belding India Ltd
GUJTLRM,Gujarat Toolroom Ltd
AJMERA,Ajmera Realty & Infra India Ltd
COCHINM,Cochin Minerals & Rutiles Ltd
INDIAHOMES,India Homes Ltd
KVFORGE,Krishanveer Forge Ltd
CARBORUNIV,Carborundum Universal Ltd
MMTC,Mmtc Ltd
VALLABHSQ,Vallabh Steels Ltd
SMFIL,Smiths & Founders (India) Ltd
BLOIN,Bloom Industries Ltd
MAITRI,Maitri Enterprises Ltd
SHAHALLOYS,Shah Alloys Ltd
ELANGO,Elango Industries Ltd
KANSHST,Kanishk Steel Industries Ltd
MAHALXSE,Mahalaxmi Seamless Ltd
SIMPLEXCAS,Simplex Castings Ltd
SSWRL,Shree Steel Wire Ropes Ltd
SIZEMASTER,Sizemasters Technology Ltd
SOUTHMG,Southern Magnesium & Chemicals Ltd
BAROEXT,Baroda Extrusion Ltd
GUJCONT,Gujarat Containers Ltd
KALYANIFRG,Kalyani Forge Ltd
PANCHMAHQ,Panchmahal Steel Ltd
ADITYA,Aditya Ispat Ltd
STEELCAS,Steelcast Ltd
PITTIENG,Pitti Engineering Ltd
GLITTEKG,Glittek Granites Ltd
PRADPME,Pradeep Metals Ltd
GNRL,Gujarat Natural Resources Ltd
TNSTLTU,Tamilnadu Steel Tubes Ltd
MSCTC,Mardia Samyoung Capillary Tubes Company Ltd
SHRDAIS,Sharda Ispat Ltd
MAHASTEEL,Mahamaya Steel Industries Ltd
NOVIS,Nova Iron & Steel Ltd
STERPOW,Sterling Powergensys Ltd
HINDCOPPER,Hindustan Copper Ltd
TULSYAN,Tulsyan Nec Ltd
AXELPOLY,Axel Polymers Ltd
NLCINDIA,Nlc India Ltd
SPECTRA,Spectra Industries Ltd
KAJARIR,Kic Metaliks Ltd
SOLIDSTON,Solid Stone Company Ltd
SHILGRAVQ,Shilp Gravures Ltd
WHITEORG,White Organic Agro Ltd
MFSINTRCRP,Mfs Intercorp Ltd
AROGRANITE,Aro Granite Industries Ltd
RUDRAECO,Rudra Ecovation Ltd
RAJKSYN,Rajkamal Synthetics Ltd
DEEPAKSP,Deepak Spinners Ltd
LOYALTEX,Loyal Textile Mills Ltd
HIMATSEIDE,Himatsingka Seide Ltd
BSL,Bsl Ltd
NEWTRAC,Newtrac Foods & Beverages Ltd
PBMPOLY,Pbm Polytex Ltd
ADINATH,Adinath Textiles Ltd
SURYALA,Suryalata Spinning Mills Ltd
TTL,T T Ltd
WELSPUNLIV,Welspun Living Ltd
INDIANACRY,Indian Acrylics Ltd
GANECOS,Ganesha Ecosphere Ltd
CEETAIN,Ceeta Industries Ltd
VARDMNPOLY,Vardhman Polytex Ltd
RISHYRN,Rishab Special Yarns Ltd
BLACKROSE,Black Rose Industries Ltd
STCORP,S & T Corporation Ltd
SUMEETINDS,Sumeet Industries Ltd
RAMGOPOLY,Ramgopal Polytex Ltd
SANGAMIND,Sangam India Ltd
TTLEL,Ttl Enterprises Ltd
MKVENTURES,Mkventures Capital Ltd
KUSHIND,Kush Industries Ltd
SRECR,Sreechem Resins Ltd
SURBHIN,Surbhi Industries Ltd
SEASONST,Seasons Textiles Ltd
ZENIFIB,Zenith Fibres Ltd
BHILSPIN,Bhilwara Spinners Ltd
VGL,Varvee Global Ltd
SANTETX,Sanrhea Technical Textiles Ltd
ASHIMASYN,Ashima Ltd
PIONEEREMB,Pioneer Embroideries Ltd
VIPPYSP,Vippy Spinpro Ltd
JAIHIND,Jaihind Industries Ltd
RAGHUSYN,Raghuvir Synthetics Ltd
JATTAINDUS,Jattashankar Industries Ltd
KAMADGIRI,Kamadgiri Fashion Ltd
OMNITEX,Omnitex Industries India Ltd
PATSPINLTD,Patspin India Ltd
ONEGLOBAL,One Global Service Provider Ltd
NEOINFRA,Neo Infracon Ltd
CCME,Ccme Global Ltd
WINSOME,Winsome Yarns Ltd
PREMIERPOL,Premier Polyfilm Ltd
EVERFIN,Everlon Financials Ltd
KRRAIL,K&R Rail Engineering Ltd
YARNSYN,Yarn Syndicate Ltd
GUJCOTEX,Gujarat Cotex Ltd
GARWSYN,Garware Synthetics Ltd
ECOHOTELS,Eco Hotels And Resorts Ltd
SARUPINDUS,Sarup Industries Ltd
OXFORDIN,Oxford Industries Ltd
MANORG,Mangalam Organics Ltd
HINDADH,Hindustan Adhesives Ltd
BPAGRI,Blue Pearl Agriventures Ltd
SRIKPRIND,Sri Kpr Industries Ltd
JYOTIRES,Jyoti Resins & Adhesives Ltd
MHLXMIRU,Mahalaxmi Rubtech Ltd
SOUTLAT,Southern Latex Ltd
WINSOMTX,Winsome Textile Industries Ltd
MODINSU,Modern Insulators Ltd
REGENCERAM,Regency Ceramics Ltd
ASAHIINDIA,Asahi India Glass Ltd
MURUDCERA,Murudeshwar Ceramics Ltd
SEKURITIND,Saint Gobain Sekurit India Ltd
ANANTRAJ,Anant Raj Ltd
MADHUDIN,Madhusudan Industries Ltd
RESTILE,Restile Ceramics Ltd
MADHAV,Madhav Marbles & Granites Ltd
HALDYNGL,Haldyn Glass Ltd
DUROPLY,Duroply Industries Ltd
SHREYANIND,Shreyans Industries Ltd
AGIOPAPER,Agio Paper & Industries Ltd
STARPAPER,Star Paper Mills Ltd
PAKKA,Pakka Ltd
TAHMARENT,Tahmar Enterprises Ltd
KSSMART,Ks Smart Technologies Ltd
NATPLY,National Plywood Industries Ltd
ARROWGREEN,Arrow Greentech Ltd
VISHNU,Vishnu Chemicals Ltd
JUMBO,Jumbo Bag Ltd
NRAIL,Nr Agarwal Industries Ltd
3PLAND,3P Land Holdings Ltd
SANPA,Sangal Papers Ltd
VENTURA,Ventura Textiles Ltd
SHKARTP,Shree Karthik Papers Ltd
STHINPA,South India Paper Mills Ltd
FAMILYCARE,Family Care Hospitals Ltd
VINDHYATEL,Vindhya Telelinks Ltd
RIR,Rir Power Electronics Ltd
ADOR,Ador Welding Ltd
IDM,International Data Management Ltd
SALZERELEC,Salzer Electronics Ltd
JETKINGQ,Jetking Infotrain Ltd
INDAGIV,Ind Agiv Commerce Ltd
APLAB,Aplab Ltd
PCS,Pcs Technology Ltd
USHAMART,Usha Martin Ltd
SPELS,Spel Semiconductor Ltd
SUBROS,Subros Ltd
EDVENSWA,Edvenswa Enterprises Ltd
PERVASIVE,Pervasive Commodities Ltd
HONAUT,Honeywell Automation India Ltd
SWITCHTE,Switching Technologies Gunther Ltd
LUMAXIND,Lumax Industries Ltd
DIGISPICE,Digispice Technologies Ltd
CALCOM,Calcom Vision Ltd
DYNAVSN,Dynavision Ltd
BCCFUBA,Bcc Fuba India Ltd
PRECISIO,Precision Electronics Ltd
FINELINE,Fine Line Circuits Ltd
HBLENGINE,Hbl Engineering Ltd
S&SPOWER,S&S Power Switchgear Ltd
RNITAI,Rnit Ai Solutions Ltd
GUJARATPOLY,Gujarat Poly Electronics Ltd
GIPCL,Gujarat Industries Power Company Ltd
MAGNUS,Magnus Steel And Infra Ltd
MOTHERSON,Samvardhana Motherson International Ltd
MODMA,Modern Malleables Ltd
MINDTECK,Mindteck (India) Ltd
HAVELLS,Havells India Ltd
ACIIN,Aci Infocom Ltd
SBECSYS,Sbec Systems India Ltd
INCAP,Incap Ltd
GUJINTRX,Gujarat Intrux Ltd
IGARASHI,Igarashi Motors India Ltd
SYMPHONY,Symphony Ltd
REGANTO,Reganto Enterprises Ltd
PANELEC,Pan Electronics India Ltd
VXLINSTR,Vxl Instruments Ltd
SHYAMTEL,Shyam Telecom Ltd
LEENEE,Lee & Nee Softwares Exports Ltd
PATELSAI,Patels Airtemp India Ltd
BUTTERFLY,Butterfly Gandhimathi Appliances Ltd
ATHENAGLO,Athena Global Technologies Ltd
NARMP,Narmada Macplast Drip Irrigation Systems Ltd
DUTRON,Dutron Polymers Ltd
RSSOFTWARE,R.S. Software (India) Ltd
MAGNAELQ,Magna Electro Castings Ltd
MARSONS,Marsons Ltd
ELNET,Elnet Technologies Ltd
ACCEL,Accel Ltd
WEBELSOLAR,Websol Energy System Ltd
ROTO,Roto Pumps Ltd
TTKPRESTIG,Ttk Prestige Ltd
DHINDIA,D & H India Ltd
RAJRATAN,Rajratan Global Wire Ltd
SURANAT&P,Surana Telecom And Power Ltd
ONWARDTEC,Onward Technologies Ltd
CENTUM,Centum Electronics Ltd
ALFATRAN,Alfa Transformers Ltd
NHCFOODS,Nhc Foods Ltd
PVP,Pvp Ventures Ltd
TRIGYN,Trigyn Technologies Ltd
KEI,Kei Industries Ltd
KEERTHI,Keerthi Industries Ltd
SRICC,Sri Chakra Cement Ltd
SURAJ,Suraj Products Ltd
APCL,Anjani Portland Cement Ltd
MODINATUR,Modi Naturals Ltd
PRSNTIN,Prashant India Ltd
TASTYBITE,Tasty Bite Eatables Ltd
RITESHIN,Ritesh International Ltd
AVTNPL,Avt Natural Products Ltd
HNDFDS,Hindustan Foods Ltd
NAHARINDUS,Nahar Industrial Enterprises Ltd
VADILENT,Vadilal Enterprises Ltd
VADILALIND,Vadilal Industries Ltd
ASHAI,Ashiana Agro Industries Ltd
ADFFOODS,Adf Foods Ltd
RGRL,Retro Green Revolution Ltd
WILLIMFI,Williamson Financial Services Ltd
AJANTSOY,Ajanta Soya Ltd
WILLAMAGOR,Williamson Magor & Company Ltd
KISAAN,Kisaan Parivar Industries Ltd
SIEL,Superior Industrial Enterprises Ltd
SPTRSHI,Saptarishi Agro Industries Ltd
PRIMAGR,Prima Agro Ltd
TARAI,Tarai Foods Ltd
MODAIRY,Modern Dairies Ltd
BAMBINO,Bambino Agro Industries Ltd
PRIMIND,Prime Industries Ltd
VIKASWSP,Vikas Wsp Ltd
VSFPROJ,Vsf Projects Ltd
BANSTEA,Bansisons Tea Industries Ltd
POONADAL,Poona Dal & Oil Industries Ltd
TRANSFD,Transglobe Foods Ltd
ANIKINDS,Anik Industries Ltd
SHINDL,Sharat Industries Ltd
DATIWARE,Datiware Maritime Infra Ltd
KMGMILK,Kmg Milk Food Ltd
KSE,Kse Ltd
VIRATCRA,Virat Crane Industries Ltd
IBINFO,Ib Infotech Enterprises Ltd
AMBARPIL,Ambar Protein Industries Ltd
CHORDIA,Chordia Food Products Ltd
CIANAGRO,Cian Agro Industries & Infrastructure Ltd
OMEAG,Omega Ag-Seeds Punjab Ltd
TAIIND,Tai Industries Ltd
NKIND,Nk Industries Ltd
BKV,Bkv Industries Ltd
NCCBLUE,Ncc Bluewater Products Ltd
NORBTEAEXP,Norben Tea & Exports Ltd
ASIANTNE,Asian Tea & Exports Ltd
HERITGFOOD,Heritage Foods Ltd
SIMRAN,Simran Farms Ltd
HINDUST,Hindustan Agrigenetics Ltd
CCL,Ccl Products (India) Ltd
KELLTONTEC,Kellton Tech Solutions Ltd
SURFI,Suryo Foods & Industries Ltd
INTEGFD,Integrated Proteins Ltd
LAKESHORE,Lake Shore Realty Ltd
RICOAUTO,Rico Auto Industries Ltd
OMAXAUTO,Omax Autos Ltd
MUNJALSHOW,Munjal Showa Ltd
JAMNAAUTO,Jamna Auto Industries Ltd
TVSHLTD,Tvs Holdings Ltd
JTEKTINDIA,Jtekt India Ltd
MUNJALAU,Munjal Auto Industries Ltd
JAYBARMARU,Jay Bharat Maruti Ltd
RACLGEAR,Racl Geartech Ltd
SAMKRG,Samkrg Pistons & Rings Ltd
ECSTSTL,Eastcoast Steel Ltd
SICALLOG,Sical Logistics Ltd
RATNAMANI,Ratnamani Metals & Tubes Ltd
VESUVIUS,Vesuvius India Ltd
ASAL,Automotive Stampings And Assemblies Ltd
ARCEEIN,Arcee Industries Ltd
ABCINDQ,Abc India Ltd
BALTE,Balurghat Technologies Ltd
COARO,Coastal Roadways Ltd
SIBARAUT,Sibar Auto Parts Ltd
TRANSWORLD,Transworld Shipping Lines Ltd
STARLOG,Starlog Enterprises Ltd
SHVSUIT,Shiva Suitings Ltd
TITANIN,Titan Intech Ltd
EUROTEXIND,Eurotex Industries And Exports Ltd
ICIL,Indo Count Industries Ltd
MARALOVER,Maral Overseas Ltd
SOMATEX,Soma Textiles & Industries Ltd
SOURCEIND,Source Industries (India) Ltd
ADVLIFE,Advance Lifestyles Ltd
KAKTEX,Kakatiya Textiles Ltd
OCTAVE,Perfect-Octave Media Projects Ltd
TRIDENT,Trident Ltd
HISARSP,Hisar Spinning Mills Ltd
ALOKINDS,Alok Industries Ltd
PASARI,Pasari Spinning Mills Ltd
AMARJOTHI,Amarjothi Spinning Mills Ltd
OLYMPTX,Olympia Industries Ltd
NAGREEKEXP,Nagreeka Exports Ltd
SUDTIND-B,Suditi Industries Ltd
SBFL,Shree Bhavya Fabrics Ltd
GEMSPIN,Gem Spinners India Ltd
EUREKAI,Eureka Industries Ltd
ADITYASP,Aditya Spinners Ltd
PRIMEURB,Prime Urban Development India Ltd
DHANFAB,Dhanlaxmi Fabrics Ltd
SLSTLQ,Sri Lakshmi Saraswathi Textiles Arni Ltd
ZODIACLOTH,Zodiac Clothing Company Ltd
MAXGROW,Maxgrow India Ltd
SRMCL,Sri Ramakrishna Mills Coimbatore Ltd
SUPERSPIN,Super Spinning Mills Ltd
SILINV,Sil Investments Ltd
SURYALAXMI,Suryalakshmi Cotton Mills Ltd
SAMTEX,Samtex Fashions Ltd
CITYMAN,Cityman Ltd
DHANROTO,Dhanalaxmi Roto Spinners Ltd
DAMODARIND,Damodar Industries Ltd
SANBLUE,Sanblue Corporation Ltd
UNIROYAL,Uniroyal Industries Ltd
TATIAGLOB,Tatia Global Vennture Ltd
SUNILTX,Sunil Industries Ltd
SRINACHA,Sri Nachammai Cotton Mills Ltd
BGDL,Bharat Global Developers Ltd
SAMBANDAM,Sambandam Spinning Mills Ltd
MKPMOB,Mkp Mobility Ltd
PARASPETRO,Paras Petrofils Ltd
KITEX,Kitex Garments Ltd
CRANEX,Cranex Ltd
BATLIBOI,Batliboi Ltd
AUSTENG,Austin Engineering Company Ltd
UNIDT,United Drilling Tools Ltd
FLUIDOM,Fluidomat Ltd
EMAINDIA,Ema India Ltd
WINDMACHIN,Windsor Machines Ltd
SHANTIGEAR,Shanthi Gears Ltd
MIVENMACH,Miven Machine Tools Ltd
HONDAPOWER,Honda India Power Products Ltd
HITECHGEAR,The Hi-Tech Gears Ltd
ELGIEQUIP,Elgi Equipments Ltd
UVDRHOR,United Van Der Horst Ltd
KLBRENG-B,Kilburn Engineering Ltd
BIRLAPREC,Birla Precision Technologies Ltd
YUKEN,Yuken India Ltd
TIMKEN,Timken India Ltd
VOITHPAPR,Voith Paper Fabrics India Ltd
ARTSON,Artson Ltd
SOLIMAC,Solitaire Machine Tools Ltd
DIACABS,Diamond Power Infrastructure Ltd
INDSILHYD,Indsil Hydro Power And Manganese Ltd
ITL,Itl Industries Ltd
FRONTSP,Frontier Springs Ltd
PRAJIND,Praj Industries Ltd
RASANDIK,Rasandik Engineering Industries India Ltd
YOGISUNG,Yogi Sungwon (India) Ltd
HLEGLAS,Hle Glascoat Ltd
GUJAPOLLO,Gujarat Apollo Industries Ltd
TANAA,Taneja Aerospace & Aviation Ltd
CONART,Conart Engineers Ltd
MINALIND,Minal Industries Ltd
SHIVAGR,Shivagrico Implements Ltd
MMFL,Mm Forgings Ltd
MAYURUNIQ,Mayur Uniquoters Ltd
CENLUB,Cenlub Industries Ltd
RAJOOENG,Rajoo Engineers Ltd
DOLPHIN,Dolphin Offshore Enterprises (India) Ltd
VJLAXMIE,Veejay Lakshmi Engineering Works Ltd
AHMDSTE,Ahmedabad Steelcraft Ltd
GVTD,Ge Vernova T&D India Ltd
RAMRAT,Ram Ratna Wires Ltd
JAYNECOIND,Jayaswal Neco Industries Ltd
KPIL,Kalpataru Projects International Ltd
NMSGLOBAL,Nms Global Ltd
CANDOUR,Candour Techtex Ltd
TIGLOB,T & I Global Ltd
CONTROLPR,Control Print Ltd
